HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,CabinNumber,Side,IDCode#1,IDCode#2,1stName,Surname,Spent
Mars,Yes,TRAPPIST-1e,36,No,0,0,0,0,0,Yes,F,1512,S,7901,1,Tive,Curie,0
Earth,Yes,TRAPPIST-1e,60,No,0,0,0,0,0,No,G,1276,P,7902,1,Dianie,Villenson,0
Earth,Yes,PSO J318.5-22,17,No,0,0,0,0,0,Yes,G,1276,P,7902,2,Margio,Georgasey,0
Earth,Yes,TRAPPIST-1e,49,No,0,0,0,0,0,No,G,1276,P,7902,3,Jodye,Georgasey,0
Earth,No,TRAPPIST-1e,23,No,1,700,0,7,136,No,G,1276,P,7902,4,Luison,Villenson,844
Earth,No,TRAPPIST-1e,39,No,472,0,0,173,0,No,F,1638,P,7903,1,Ricard,Weberton,645
Earth,Yes,TRAPPIST-1e,53,No,0,0,0,0,0,Yes,,,,7904,1,Joelan,Pughlinsons,0
Earth,No,TRAPPIST-1e,26,No,485,8,3958,0,0,Yes,G,1277,P,7904,2,Hilia,Pughlinsons,4451
Europa,No,TRAPPIST-1e,31,No,0,87,0,2263,224,No,C,296,S,7905,1,Zinor,Axlentindy,2574
Europa,Yes,TRAPPIST-1e,48,No,0,0,0,0,0,Yes,C,296,S,7905,2,Menkibi,Axlentindy,0
Europa,No,55 Cancri e,26,,1432,1283,0,178,5034,No,C,296,S,7905,3,Meram,Axlentindy,7927
Mars,Yes,TRAPPIST-1e,25,No,0,0,0,0,0,Yes,F,1513,S,7907,1,Erfros,Nate,0
Europa,Yes,55 Cancri e,25,No,0,0,0,0,0,Yes,B,310,S,7908,1,Alzirk,Aneetle,0
Earth,No,TRAPPIST-1e,30,No,4,637,0,0,3,No,F,1639,P,7910,1,Fery,Rushing,644
Earth,Yes,TRAPPIST-1e,,No,0,0,0,0,0,Yes,G,1278,S,7913,1,Almara,Whitakers,0
Earth,Yes,TRAPPIST-1e,23,No,0,0,0,0,0,No,G,1278,P,7914,1,Hilia,Munozaley,0
Earth,No,TRAPPIST-1e,24,No,0,80,106,344,0,No,G,1278,P,7914,2,Marynk,Munozaley,530
Earth,No,TRAPPIST-1e,47,No,397,0,321,0,5,Yes,G,1278,P,7914,3,Eriky,Munozaley,723
Earth,Yes,TRAPPIST-1e,37,No,0,0,0,0,0,No,G,1279,P,7916,1,Elson,Mayods,0
Mars,Yes,TRAPPIST-1e,24,No,0,0,0,0,0,Yes,F,1640,P,7918,1,Allift,Flé,0
Earth,No,TRAPPIST-1e,21,No,90,0,817,0,0,No,G,1281,P,7919,1,Cliney,Hoodgers,907
Mars,Yes,TRAPPIST-1e,42,No,0,0,0,0,0,Yes,F,1515,S,7920,1,Anamse,Backe,0
Earth,No,TRAPPIST-1e,39,No,3030,79,0,0,0,No,F,1517,S,7922,1,Lloyde,Llobsoney,3109
Earth,No,TRAPPIST-1e,28,No,589,57,0,0,0,No,F,1642,P,7924,1,Ninaha,Mondalley,646
Earth,No,TRAPPIST-1e,32,No,0,0,,365,1216,No,E,514,P,7926,1,Kenda,Paynard,1581
Europa,No,TRAPPIST-1e,31,No,0,910,58,1654,1217,No,B,311,S,7929,1,Mergak,Dissper,3839
Earth,Yes,TRAPPIST-1e,13,No,0,0,0,0,0,Yes,,,,7930,1,Joela,Bardsey,0
Earth,No,TRAPPIST-1e,41,No,84,0,6,811,2,Yes,F,1520,S,7935,1,Ward,Rodger,903
Earth,No,TRAPPIST-1e,21,No,7,0,622,0,0,No,F,1644,P,7936,1,Gracey,Morelly,629
Earth,No,TRAPPIST-1e,,No,0,0,0,0,0,No,G,1284,P,7936,2,Carley,Morelly,0
Earth,No,TRAPPIST-1e,9,No,0,0,0,0,0,Yes,G,1284,P,7936,3,Lindy,Franey,0
Europa,No,TRAPPIST-1e,36,No,0,9532,0,2326,461,No,D,229,S,7937,1,Misadr,Skessid,12319
Europa,Yes,55 Cancri e,30,No,0,0,0,0,0,Yes,D,229,S,7937,2,Sarino,Skessid,0
Earth,No,TRAPPIST-1e,27,No,0,593,0,259,0,No,G,1281,S,7939,1,Jodyn,Foxter,852
Earth,No,TRAPPIST-1e,40,No,580,0,447,6,0,No,F,1521,S,7940,1,Camiet,Hinglendez,1033
Europa,No,TRAPPIST-1e,41,No,0,116,10705,9181,10,No,C,257,P,7941,1,Alrakan,Apedishaft,20012
Europa,Yes,55 Cancri e,16,No,0,0,0,0,0,Yes,B,258,P,7943,1,Meratz,Spedlybood,0
Europa,No,PSO J318.5-22,36,Yes,2,6504,0,98,4,Yes,B,258,P,7943,2,Eleb,Spedlybood,6608
Europa,No,TRAPPIST-1e,15,No,31,804,1,4732,2577,No,D,230,S,7944,1,Achira,Reewerpic,8145
Europa,Yes,TRAPPIST-1e,39,No,0,0,0,0,0,Yes,D,230,S,7944,2,Alarkab,Reewerpic,0
Mars,Yes,TRAPPIST-1e,21,No,0,0,0,0,0,Yes,F,1522,S,7945,1,Mitch,Vloaf,0
Earth,No,PSO J318.5-22,24,No,0,0,604,0,91,Yes,F,1645,P,7946,1,Elly,Hooperez,695
Mars,No,TRAPPIST-1e,28,No,1811,1,57,0,0,No,F,1646,P,7947,1,Guark,Shbre,1869
Earth,No,TRAPPIST-1e,47,No,0,14,0,2330,0,No,G,1283,S,7949,1,Armen,Barkeretton,2344
Earth,No,TRAPPIST-1e,55,No,0,1620,159,,0,No,G,1287,P,7950,1,Idace,Ingston,1779
Earth,Yes,TRAPPIST-1e,,No,0,0,0,0,0,Yes,G,1287,P,7950,2,nan,nan,0
Earth,No,55 Cancri e,22,No,10,0,624,0,85,Yes,E,516,P,7950,3,Done,Ingston,719
Earth,Yes,TRAPPIST-1e,26,No,0,0,0,0,0,Yes,G,1287,P,7950,4,Elany,Ingston,0
Mars,No,TRAPPIST-1e,62,No,100,0,38,1211,0,No,F,1523,S,7952,1,Yots,Sueke,1349
Mars,No,TRAPPIST-1e,53,No,868,0,686,520,24,No,E,524,S,7952,2,Beris,Sueke,2098
Earth,No,55 Cancri e,29,No,30,0,0,0,780,No,G,1284,S,7954,1,Juline,Waltonson,810
Earth,No,TRAPPIST-1e,21,No,640,0,144,104,0,No,G,1288,P,7955,1,Aude,Jorden,888
Earth,Yes,PSO J318.5-22,18,No,0,0,0,0,0,Yes,G,1285,S,7957,1,Vane,Balderts,0
Mars,Yes,TRAPPIST-1e,34,No,0,0,0,0,0,Yes,E,525,S,7958,1,Suls,Frazo,0
Earth,No,TRAPPIST-1e,19,No,1,7,,689,0,No,F,1648,P,7960,1,Heidie,Quinnerettt,697
Earth,No,TRAPPIST-1e,14,No,0,360,0,25,1340,No,G,1290,P,7962,1,Gwendy,Dillines,1725
Earth,No,TRAPPIST-1e,21,No,691,0,0,,15,No,G,1288,S,7967,1,Doray,Ricews,706
Mars,No,TRAPPIST-1e,55,No,376,0,858,0,31,Yes,D,232,S,7968,1,Apsps,Nutte,1265
Europa,No,55 Cancri e,18,No,0,3492,0,506,8,Yes,C,258,P,7970,1,Genif,Wassird,4006
Europa,Yes,55 Cancri e,33,No,0,0,0,0,0,Yes,B,260,P,7972,1,Hadlam,Cattyried,0
Europa,No,TRAPPIST-1e,35,No,,246,25,42,3730,No,B,260,P,7972,2,Atinon,Cattyried,4043
Europa,Yes,TRAPPIST-1e,31,No,0,0,0,0,0,Yes,C,297,S,7973,1,Batan,Drelcate,0
Europa,No,TRAPPIST-1e,27,No,0,2318,1127,2423,115,No,C,259,P,7974,1,Azim,Geatenth,5983
Europa,No,TRAPPIST-1e,,No,0,36,89,948,927,No,C,259,P,7974,2,Ionon,Geatenth,2000
Earth,Yes,PSO J318.5-22,13,No,0,0,0,0,0,Yes,G,1289,S,7976,1,Leonyl,Meltonway,0
Earth,No,TRAPPIST-1e,24,No,24,174,0,509,15,No,F,1652,P,7981,1,Glorey,Paulllegory,722
Earth,No,TRAPPIST-1e,22,No,31,0,1,25,757,No,G,1293,P,7981,2,Shanie,Paulllegory,814
Europa,Yes,TRAPPIST-1e,32,No,0,0,0,0,0,No,B,261,P,7982,1,nan,nan,0
Europa,Yes,TRAPPIST-1e,18,No,0,0,0,0,0,Yes,B,261,P,7982,2,Alrair,Bealvewd,0
Europa,Yes,TRAPPIST-1e,53,No,0,0,0,0,0,Yes,,,,7983,1,Alderak,Wassird,0
Mars,No,TRAPPIST-1e,4,No,0,0,0,0,0,Yes,F,1653,P,7984,1,Cran,Birt,0
Mars,Yes,TRAPPIST-1e,24,No,0,0,0,0,0,Yes,F,1653,P,7984,2,Murs,Birt,0
Mars,No,TRAPPIST-1e,23,No,649,0,622,0,0,Yes,F,1653,P,7984,3,Smal,Birt,1271
Mars,No,TRAPPIST-1e,1,No,0,0,0,0,0,Yes,F,1653,P,7984,4,Guakes,Birt,0
Earth,No,TRAPPIST-1e,18,,1969,0,310,0,0,Yes,F,1654,P,7985,1,Davis,Bulliamoses,2279
Mars,No,TRAPPIST-1e,21,No,838,45,455,0,0,No,F,1655,P,7986,1,Weet,Pimne,1338
Mars,No,TRAPPIST-1e,40,No,3809,0,21,0,1,No,D,248,P,7987,1,Doulls,Boyst,3831
Europa,Yes,TRAPPIST-1e,49,No,0,0,0,0,0,Yes,B,313,S,7988,1,Phoros,Wirdley,0
Earth,Yes,PSO J318.5-22,25,No,0,0,0,0,0,No,G,1290,S,7989,1,Perryl,Baketton,0
Earth,Yes,55 Cancri e,21,No,0,0,0,0,0,Yes,G,1294,P,7990,1,Becca,Dorsenry,0
Europa,Yes,TRAPPIST-1e,40,No,0,0,0,0,0,Yes,A,96,S,7993,1,Alphact,Frakepeed,0
Europa,Yes,55 Cancri e,47,Yes,0,0,0,0,0,Yes,A,96,S,7993,2,Dyonon,Frakepeed,0
Earth,No,PSO J318.5-22,25,No,153,0,0,388,0,No,G,1295,P,7994,1,Ivanna,Stanleyd,541
Europa,Yes,TRAPPIST-1e,36,No,0,0,0,0,0,Yes,,,,7995,1,Grum,Stiviorad,0
Earth,No,TRAPPIST-1e,39,No,17,334,708,17,366,No,F,1657,P,7996,1,Tanley,Kimons,1442
Europa,Yes,55 Cancri e,26,No,0,0,0,0,0,Yes,B,262,P,7999,1,Arraiam,Bealvewd,0
Earth,No,TRAPPIST-1e,0,No,0,0,0,0,0,Yes,G,1292,S,8000,1,Alfrey,Bucklandez,0
Earth,Yes,TRAPPIST-1e,14,No,0,0,0,0,0,Yes,G,1292,S,8000,2,Patsyn,Bucklandez,0
Mars,No,TRAPPIST-1e,7,No,0,0,0,0,0,Yes,F,1659,P,8003,1,Himass,Tre,0
Mars,Yes,55 Cancri e,50,No,0,0,0,0,0,Yes,F,1527,S,8004,1,Fowoos,Gread,0
Earth,No,55 Cancri e,22,No,0,15,0,548,124,No,F,1528,S,8005,1,Thel,Olivasquez,687
Earth,Yes,PSO J318.5-22,17,No,0,0,0,0,0,Yes,G,1293,S,8005,2,Sanney,Olivasquez,0
Earth,No,TRAPPIST-1e,35,No,676,0,0,0,40,No,F,1528,S,8005,3,Katen,Olivasquez,716
Earth,No,TRAPPIST-1e,22,No,0,1145,0,0,371,No,F,1529,S,8006,1,Lilace,Morrencis,1516
Earth,No,TRAPPIST-1e,26,No,0,0,1,886,0,No,G,1296,P,8007,1,Stace,Gilleyons,887
Earth,No,PSO J318.5-22,24,No,0,0,92,1492,0,Yes,E,517,P,8007,2,Marine,Gilleyons,1584
Europa,No,TRAPPIST-1e,59,No,0,2593,0,98,0,Yes,C,300,S,8010,1,nan,nan,2691
Mars,Yes,TRAPPIST-1e,24,No,0,0,0,0,0,Yes,F,1531,S,8012,1,Camonk,Bache,0
Mars,No,TRAPPIST-1e,17,No,0,0,0,0,0,No,E,530,S,8012,2,Cowhex,Bache,0
Mars,Yes,TRAPPIST-1e,28,No,0,0,0,0,0,Yes,F,1531,S,8012,3,Mesh,Bache,0
Earth,Yes,TRAPPIST-1e,38,No,0,0,0,0,0,Yes,G,1294,S,8014,1,Letty,Brightez,0
Europa,Yes,TRAPPIST-1e,2,No,0,0,0,0,0,Yes,B,315,S,8015,1,Kitauon,Pulgaly,0
Europa,No,TRAPPIST-1e,36,No,0,244,0,5432,2302,No,B,315,S,8015,2,Duhrkab,Fansty,7978
Europa,Yes,55 Cancri e,32,No,0,0,0,0,0,Yes,B,315,S,8015,3,Achbah,Fansty,0
Earth,No,TRAPPIST-1e,15,No,0,10,0,595,381,No,E,531,S,8016,1,Clard,Edwartizman,986
Earth,No,TRAPPIST-1e,54,No,0,0,5,1268,26,No,F,1532,S,8018,1,Juane,Popelazquez,1299
Mars,Yes,TRAPPIST-1e,18,No,0,0,0,0,0,Yes,F,1660,P,8019,1,Casps,Anpie,0
Earth,No,TRAPPIST-1e,22,No,668,79,0,0,1,No,F,1661,P,8020,1,Ianya,Callowery,748
Earth,Yes,TRAPPIST-1e,23,No,0,0,0,0,0,No,G,1298,P,8021,1,Oraine,Blandez,0
Europa,No,TRAPPIST-1e,14,No,0,4545,271,199,1377,Yes,D,249,P,8023,1,Cella,Mallisly,6392
Europa,Yes,TRAPPIST-1e,26,No,0,0,0,0,0,Yes,D,249,P,8023,2,Auvara,Mallisly,0
Earth,No,TRAPPIST-1e,73,No,16,0,722,2,89,No,F,1533,S,8024,1,Tancis,Bushallert,829
Europa,No,TRAPPIST-1e,29,No,0,0,0,0,0,Yes,B,263,P,8025,1,Tauria,Stiviorad,0
Mars,Yes,TRAPPIST-1e,29,No,0,0,0,0,0,Yes,F,1534,S,8026,1,Losp,Ruité,0
Earth,No,TRAPPIST-1e,12,No,0,0,0,0,0,No,G,1297,S,8027,1,Garlie,Kirks,0
Earth,No,55 Cancri e,27,No,31,225,331,0,14,No,F,1535,S,8027,2,Wally,Logannon,601
Earth,No,TRAPPIST-1e,31,No,779,0,3,57,0,No,G,1298,S,8029,1,Coracy,Gainebergan,839
Earth,Yes,PSO J318.5-22,26,No,0,0,0,0,0,No,G,1299,S,8030,1,Weslie,Carrishley,0
Europa,Yes,55 Cancri e,35,No,0,0,0,0,0,Yes,D,250,P,8031,1,Alheneb,Emoted,0
Europa,Yes,TRAPPIST-1e,25,No,0,0,0,0,0,Yes,A,85,P,8032,1,Atonib,Couresteer,0
Europa,Yes,TRAPPIST-1e,40,No,0,0,0,0,0,Yes,A,85,P,8032,2,Alasym,Couresteer,0
Mars,Yes,TRAPPIST-1e,18,No,0,0,0,0,0,No,E,532,S,8034,1,Krus,Bost,0
Mars,No,TRAPPIST-1e,52,No,1222,2,74,0,0,No,E,532,S,8034,2,Almone,Bost,1298
Mars,Yes,TRAPPIST-1e,35,No,0,0,0,0,0,Yes,F,1536,S,8035,1,Walmon,Staf,0
Earth,No,TRAPPIST-1e,51,No,172,350,0,16,1005,No,F,1537,S,8036,1,Therie,Maldon,1543
Earth,No,TRAPPIST-1e,35,No,0,0,62,0,891,No,F,1537,S,8036,2,Brene,Maldon,953
Earth,No,TRAPPIST-1e,14,No,0,476,249,177,0,No,F,1538,S,8037,1,Danie,Harley,902
Europa,Yes,55 Cancri e,,No,0,0,0,0,0,Yes,C,301,S,8038,1,Alsha,Gocent,0
Europa,Yes,55 Cancri e,26,No,0,0,0,0,0,Yes,C,301,S,8038,2,Asellab,Gocent,0
Earth,Yes,55 Cancri e,21,No,0,0,0,0,0,No,G,1299,P,8042,1,Mathy,Shephendry,0
Europa,No,55 Cancri e,45,No,5,17901,0,79,281,Yes,A,97,S,8043,1,Hadalm,Oppont,18266
Europa,No,TRAPPIST-1e,29,,0,1408,0,408,1,Yes,A,97,S,8043,2,Aldun,Fanseld,1817
Europa,No,TRAPPIST-1e,39,Yes,1,392,64,148,1367,Yes,A,97,S,8043,3,Alcorix,Fanseld,1972
Europa,Yes,55 Cancri e,37,No,0,0,0,0,0,Yes,A,97,S,8043,4,Sinon,Fanseld,0
Earth,Yes,PSO J318.5-22,22,No,0,0,0,0,0,Yes,G,1300,P,8046,1,Pennie,Haynard,0
Earth,No,TRAPPIST-1e,22,No,6,21,0,782,0,No,G,1301,P,8049,1,Bonya,Workmans,809
Earth,No,PSO J318.5-22,30,No,0,34,143,275,0,No,G,1300,S,8050,1,Annya,Frazie,452
Earth,Yes,TRAPPIST-1e,1,No,0,0,0,0,0,Yes,,,,8050,2,Ivanne,Frazie,0
Earth,Yes,PSO J318.5-22,0,No,0,0,0,0,0,Yes,G,1300,S,8050,3,Netty,Frazie,0
Earth,No,TRAPPIST-1e,9,No,0,0,0,0,0,No,G,1302,S,8052,1,Duana,Serry,0
Earth,No,PSO J318.5-22,18,No,0,0,0,1,335,No,G,1302,S,8052,2,Perryl,Serry,336
Mars,No,TRAPPIST-1e,29,No,1544,1,206,0,0,No,F,1663,P,8053,1,Spix,Burie,1751
Mars,No,55 Cancri e,52,No,,0,262,1425,571,No,F,1540,S,8054,1,Hex,Reste,2258
Earth,No,TRAPPIST-1e,27,No,0,0,846,59,0,No,E,533,S,8055,1,Joeula,Baxterson,905
Europa,No,TRAPPIST-1e,54,No,0,793,0,87,1567,No,C,262,P,8056,1,Ionium,Ausivetpul,2447
Europa,No,TRAPPIST-1e,28,No,40,9012,0,111,551,Yes,C,262,P,8056,2,Marrai,Ausivetpul,9714
Europa,Yes,TRAPPIST-1e,65,No,0,0,0,0,0,Yes,B,267,P,8057,1,Wimplas,Sersocatic,0
Europa,Yes,55 Cancri e,26,No,0,0,0,0,0,Yes,B,267,P,8057,2,Algor,Sersocatic,0
Earth,No,TRAPPIST-1e,29,No,12,2,0,432,1548,No,F,1664,P,8058,1,Ronard,Hayertez,1994
Earth,No,TRAPPIST-1e,20,No,0,38,0,0,1779,No,G,1302,P,8059,1,Leria,Merrelliss,1817
Mars,No,TRAPPIST-1e,39,No,1369,259,960,1,29,No,F,1541,S,8060,1,Pot,Chman,2618
Mars,Yes,TRAPPIST-1e,37,No,0,0,0,0,0,Yes,F,1541,S,8060,2,Colatz,Chman,0
Earth,No,TRAPPIST-1e,20,No,,25,0,11,0,No,F,1543,S,8063,1,Paulie,Loway,36
Mars,Yes,TRAPPIST-1e,40,No,0,0,0,0,0,Yes,,,,8064,1,Yales,Erte,0
Mars,No,TRAPPIST-1e,0,No,0,0,0,0,0,Yes,E,534,S,8064,2,Elos,Erte,0
Mars,Yes,TRAPPIST-1e,33,No,0,0,0,0,0,No,E,534,S,8064,3,Chees,Swin,0
Mars,Yes,TRAPPIST-1e,23,No,0,0,0,0,0,Yes,F,1544,S,8066,1,Cinch,Min,0
Earth,No,55 Cancri e,32,No,1,0,,9,663,No,F,1666,P,8067,1,Jaimez,Bardson,673
Earth,No,TRAPPIST-1e,20,No,0,52,0,110,614,No,F,1545,S,8068,1,Eduard,Mcfarmerson,776
Europa,Yes,55 Cancri e,60,No,0,0,0,0,0,Yes,D,234,S,8069,1,Adharan,Greded,0
Earth,No,TRAPPIST-1e,53,No,0,0,716,0,0,Yes,F,1546,S,8071,1,Olly,Klindsey,716
Europa,Yes,TRAPPIST-1e,26,No,0,0,0,0,0,Yes,D,236,S,8072,1,Mareson,Prombled,0
Europa,No,55 Cancri e,35,No,0,5500,0,180,3173,No,D,236,S,8072,2,Arin,Prombled,8853
Earth,No,55 Cancri e,19,No,355,0,0,0,284,No,F,1547,S,8075,1,Troyce,Starkers,639
Europa,No,55 Cancri e,43,No,1,2060,,1,2764,No,C,263,P,8076,1,Menkibi,Emetillove,4826
Europa,No,55 Cancri e,29,No,2686,0,0,2854,2553,No,C,263,P,8076,2,Achbah,Emetillove,8093
Earth,No,TRAPPIST-1e,20,No,721,122,0,0,0,No,G,1304,P,8077,1,Racy,Watsongley,843
Earth,No,TRAPPIST-1e,19,No,0,0,134,1931,,No,F,1667,P,8078,1,Colle,Davispinoz,2065
Earth,No,PSO J318.5-22,21,No,505,0,0,0,110,Yes,F,1548,S,8079,1,Blancy,Hubbarton,615
Europa,No,55 Cancri e,39,No,2,15450,336,1,904,Yes,D,251,P,8081,1,Mesarga,Ambleetive,16693
Earth,Yes,TRAPPIST-1e,12,No,0,0,0,0,0,No,G,1305,P,8082,1,Deanny,Cochrisons,0
Earth,No,55 Cancri e,20,No,1842,0,0,0,0,Yes,F,1668,P,8082,2,Dell,Cochrisons,1842
Earth,No,TRAPPIST-1e,18,No,595,134,7,0,0,No,F,1669,P,8083,1,Chrisa,Wolferton,736
Europa,No,TRAPPIST-1e,31,No,,745,0,6688,2161,No,C,264,P,8084,1,Schyon,Idercaling,9594
Earth,No,PSO J318.5-22,35,No,635,3,0,,25,No,F,1549,S,8085,1,Nandy,Avisley,663
Earth,Yes,PSO J318.5-22,44,No,0,0,0,0,0,Yes,G,1306,P,8086,1,Denis,Rochaserry,0
Europa,No,TRAPPIST-1e,62,No,33,3518,0,394,0,Yes,B,268,P,8087,1,Sarthim,Ousious,3945
Mars,No,TRAPPIST-1e,23,No,1,0,11,0,2336,No,E,521,P,8088,1,Ducks,Sacy,2348
Mars,No,TRAPPIST-1e,23,Yes,3,0,0,1677,,No,F,1670,P,8088,2,Varkes,Kart,1680
Earth,No,TRAPPIST-1e,19,No,0,0,1761,0,36,Yes,F,1671,P,8089,1,Erie,Peter,1797
Earth,No,TRAPPIST-1e,29,No,18,7,0,0,779,No,F,1672,P,8091,1,Mela,Bushallert,804
Europa,No,TRAPPIST-1e,31,No,0,4655,135,2075,402,Yes,D,238,S,8092,1,Mintard,Pulgaly,7267
Europa,Yes,55 Cancri e,33,Yes,0,0,0,0,0,Yes,D,238,S,8092,2,Hekabih,Pulgaly,0
Europa,No,TRAPPIST-1e,41,No,0,3216,0,433,517,No,D,238,S,8092,3,Sterfik,Pulgaly,4166
Europa,No,TRAPPIST-1e,60,No,19,7316,0,0,1781,Yes,C,265,P,8094,1,Geonkaa,Pokebox,9116
Europa,Yes,TRAPPIST-1e,41,No,0,0,0,0,0,Yes,B,317,S,8097,1,Asch,Meroliss,0
Europa,No,TRAPPIST-1e,69,Yes,0,269,0,190,9033,No,B,269,P,8098,1,Ariton,Mosteraked,9492
Europa,No,55 Cancri e,44,No,9,2311,0,633,1,Yes,B,269,P,8098,2,Quarkib,Mosteraked,2954
Europa,Yes,55 Cancri e,18,No,0,0,0,0,0,Yes,B,269,P,8098,3,Minkark,Mosteraked,0
Europa,No,55 Cancri e,26,No,0,11598,0,3,386,Yes,B,269,P,8098,4,Hasim,Mosteraked,11987
Earth,No,TRAPPIST-1e,30,No,4,0,442,2441,0,No,F,1674,P,8102,1,Ela,Castron,2887
Mars,No,TRAPPIST-1e,34,No,81,0,492,122,0,No,F,1675,P,8103,1,Dicks,Botie,695
Earth,No,PSO J318.5-22,18,No,0,0,15,570,84,No,F,1677,P,8105,1,Shan,Villenson,669
Earth,Yes,55 Cancri e,49,No,0,0,0,0,0,Yes,G,1306,S,8106,1,Daley,Rigginsen,0
Earth,No,PSO J318.5-22,71,No,48,43,0,78,534,No,F,1678,P,8107,1,Shan,Ewisentley,703
Earth,No,PSO J318.5-22,19,No,150,605,0,0,1,No,F,1552,S,8108,1,Stevey,Evedorsen,756
Earth,No,PSO J318.5-22,23,No,90,4,0,7,588,No,F,1553,S,8112,1,Benda,Dickley,689
Europa,Yes,TRAPPIST-1e,31,No,0,0,0,0,0,Yes,B,318,S,8115,1,Phecca,Prieress,0
Europa,Yes,TRAPPIST-1e,40,No,0,0,0,0,0,Yes,B,318,S,8115,2,Eltais,Prieress,0
Mars,No,55 Cancri e,28,No,49,0,0,2,1136,No,D,252,P,8116,1,Ties,Prin,1187
Europa,Yes,TRAPPIST-1e,17,No,0,0,0,0,0,Yes,B,319,S,8117,1,Diram,Pernised,0
Europa,No,TRAPPIST-1e,24,No,0,809,0,4928,143,No,B,319,S,8117,2,Caiamin,Pernised,5880
Europa,Yes,55 Cancri e,54,,0,0,0,0,0,Yes,B,319,S,8117,3,Rasalm,Pernised,0
Earth,Yes,TRAPPIST-1e,21,No,0,0,0,0,0,No,G,1310,P,8118,1,Eilace,Browlerson,0
Earth,Yes,55 Cancri e,2,No,0,0,0,0,0,No,F,1555,S,8119,1,Harvin,Tersimpson,0
Earth,No,55 Cancri e,20,No,6,1119,0,24,13,Yes,F,1555,S,8119,2,Willey,Tersimpson,1162
Earth,No,55 Cancri e,20,,97,279,0,301,39,No,F,1555,S,8119,3,Thew,Tersimpson,716
Europa,No,55 Cancri e,36,No,0,4260,0,0,1678,Yes,D,253,P,8120,1,Hekarf,Pacticious,5938
Earth,Yes,TRAPPIST-1e,25,No,0,0,0,0,0,Yes,G,1311,P,8121,1,Jeroy,Kimpson,0
Europa,No,55 Cancri e,58,No,0,226,0,5481,,No,C,302,S,8122,1,Sadiram,Coning,5707
Europa,No,TRAPPIST-1e,37,No,79,218,0,442,659,Yes,C,302,S,8122,2,Arkaban,Coning,1398
Europa,No,TRAPPIST-1e,26,No,0,13,0,3803,3557,No,C,302,S,8122,3,Gemmark,Coning,7373
Earth,Yes,TRAPPIST-1e,45,No,0,0,0,0,0,No,G,1312,P,8123,1,Violan,Newtontoss,0
Earth,No,TRAPPIST-1e,44,No,0,903,0,0,0,No,F,1681,P,8124,1,Ryany,Paynard,903
Mars,Yes,TRAPPIST-1e,24,No,0,0,0,0,0,Yes,F,1682,P,8128,1,Mele,Queke,0
Earth,Yes,55 Cancri e,13,No,0,0,0,0,0,Yes,,,,8129,1,Eline,Casonston,0
Earth,No,TRAPPIST-1e,4,No,0,0,0,0,0,Yes,G,1313,P,8129,2,Frey,Casonston,0
Earth,No,TRAPPIST-1e,24,No,381,925,342,0,642,No,F,1683,P,8129,3,Eulah,Casonston,2290
Earth,No,55 Cancri e,27,No,3,13,0,0,788,No,F,1683,P,8129,4,Millie,Casonston,804
Earth,No,TRAPPIST-1e,39,No,44,1620,0,6,0,No,E,522,P,8129,5,Rona,Casonston,1670
Earth,Yes,TRAPPIST-1e,23,No,0,0,0,0,0,No,G,1308,S,8130,1,Morrie,Mcbriddley,0
Earth,No,55 Cancri e,4,No,0,0,0,0,0,No,G,1308,S,8130,2,Brie,Mcbriddley,0
Earth,Yes,TRAPPIST-1e,0,No,0,0,0,0,0,No,G,1308,S,8130,3,Ferry,Mcbriddley,0
Mars,Yes,TRAPPIST-1e,22,No,0,0,0,0,0,Yes,F,1557,S,8131,1,Gieses,Shbre,0
Mars,No,TRAPPIST-1e,27,No,831,0,0,867,20,No,D,254,P,8133,1,Gra,Suncy,1718
Europa,Yes,TRAPPIST-1e,22,No,0,0,0,0,0,Yes,C,267,P,8135,1,Navior,Coudered,0
Europa,Yes,55 Cancri e,26,No,0,0,0,0,0,Yes,C,268,P,8136,1,Alphact,Inderad,0
Europa,No,TRAPPIST-1e,60,No,0,5998,0,4794,8,No,C,268,P,8136,2,Achium,Inderad,10800
Earth,No,TRAPPIST-1e,18,No,0,297,0,588,23,No,G,1314,P,8137,1,Antone,Fielson,908
Earth,Yes,55 Cancri e,20,No,0,0,0,0,0,No,G,1315,P,8138,1,Nica,Whitneyes,0
Earth,No,TRAPPIST-1e,25,No,11,780,0,0,0,Yes,E,523,P,8139,1,Andie,Mirezavis,791
Earth,Yes,PSO J318.5-22,24,No,0,0,0,0,0,Yes,G,1309,S,8140,1,Berta,Chapmaney,0
Earth,Yes,TRAPPIST-1e,38,No,0,0,0,0,0,Yes,G,1310,S,8141,1,Stenny,Belley,0
Earth,No,TRAPPIST-1e,18,No,0,17,5,0,712,Yes,F,1558,S,8143,1,Sergia,Vines,734
Europa,Yes,55 Cancri e,45,No,0,0,0,0,0,Yes,B,270,P,8144,1,Graston,Donotaked,0
Europa,No,TRAPPIST-1e,13,No,0,3680,0,1529,3854,No,B,270,P,8144,2,Marfar,Chsere,9063
Europa,No,TRAPPIST-1e,28,No,0,3317,77,0,130,Yes,B,270,P,8144,3,Muonus,Chsere,3524
